leaf_MBR_146,1113, 1852, 45801, 46730
leaf_MBR_147,1005, 1989, 46733, 47739
leaf_MBR_148,1082, 1977, 47770, 48725
leaf_MBR_149,1058, 1971, 49177, 49759
leaf_MBR_150,1168, 1992, 49794, 50412
leaf_MBR_151,1019, 1859, 50546, 52190
leaf_MBR_152,1005, 1928, 52211, 53371
leaf_MBR_153,1013, 1964, 53503, 54301
leaf_MBR_154,1026, 1937, 54370, 55569
leaf_MBR_155,1140, 1771, 55689, 56445
leaf_MBR_156,1092, 1949, 56471, 57028
leaf_MBR_157,1095, 1868, 57164, 58164
leaf_MBR_158,1042, 1944, 58344, 59586
leaf_MBR_159,1044, 1917, 59598, 60588
leaf_MBR_160,1031, 1789, 60814, 61805
leaf_MBR_161,1161, 1920, 61820, 62982
leaf_MBR_162,1435, 1961, 63028, 63976
leaf_MBR_163,1015, 1982, 64067, 65225
leaf_MBR_164,1077, 1721, 65528, 65983
leaf_MBR_165,1107, 1902, 66094, 67031
leaf_MBR_166,1183, 1967, 67339, 68135
leaf_MBR_167,1068, 1944, 68188, 69387
leaf_MBR_168,1101, 1872, 69459, 71217
leaf_MBR_169,1203, 1915, 71218, 71677
leaf_MBR_170,1047, 1777, 71736, 73569
leaf_MBR_171,1039, 1770, 73614, 74426
leaf_MBR_172,1029, 1976, 74801, 75331
leaf_MBR_173,1096, 1939, 75348, 76525
leaf_MBR_174,1000, 1810, 76554, 77263
leaf_MBR_175,1078, 1961, 77400, 78096
leaf_MBR_176,1117, 1998, 78552, 79126
leaf_MBR_177,1132, 1957, 79399, 80138
leaf_MBR_178,1082, 1897, 80153, 80852
leaf_MBR_179,1090, 1831, 80882, 81907
leaf_MBR_180,1162, 1974, 81978, 83214
leaf_MBR_181,1150, 1934, 83232, 83916
leaf_MBR_182,1030, 1861, 83924, 84710
leaf_MBR_183,1110, 1999, 84829, 85928
leaf_MBR_184,1040, 1851, 85948, 87368
leaf_MBR_185,1057, 1989, 87409, 88226
leaf_MBR_186,1110, 1893, 88264, 89479
leaf_MBR_187,1104, 1939, 89527, 90030
leaf_MBR_188,1132, 1965, 90382, 91337
leaf_MBR_189,1012, 1811, 91360, 92972
leaf_MBR_190,1151, 1837, 92992, 94361
leaf_MBR_191,1161, 1853, 94620, 95525
leaf_MBR_192,1234, 1944, 95603, 96542
leaf_MBR_193,1023, 1896, 96579, 97175
leaf_MBR_194,1004, 1795, 97262, 97728
leaf_MBR_195,1179, 1995, 97949, 98423
leaf_MBR_196,1001, 1909, 98698, 99691
leaf_MBR_197,1113, 2761, 58, 99957
leaf_MBR_198,2160, 2999, 517, 1210
leaf_MBR_199,2017, 2988, 1289, 1753
leaf_MBR_200,2312, 2865, 2008, 2967
leaf_MBR_201,2037, 2906, 2970, 3831
leaf_MBR_202,2013, 2902, 3835, 5007
leaf_MBR_203,2119, 2959, 5051, 5912
leaf_MBR_204,2111, 2948, 6051, 6729
leaf_MBR_205,2248, 2999, 6787, 7704
leaf_MBR_206,2022, 2967, 7966, 9369
leaf_MBR_207,2015, 2776, 9384, 10638
leaf_MBR_208,2053, 2929, 10739, 11519
leaf_MBR_209,2157, 2987, 11711, 12554
leaf_MBR_210,2043, 2982, 12676, 13462
leaf_MBR_211,2051, 2992, 13531, 14514
leaf_MBR_212,2007, 2956, 14533, 15057
leaf_MBR_213,2009, 2956, 15177, 15965
leaf_MBR_214,2038, 2919, 16124, 17013
leaf_MBR_215,2043, 2956, 17300, 18322
leaf_MBR_216,2011, 2989, 18485, 18935
leaf_MBR_217,2136, 2922, 19002, 19930
leaf_MBR_218,2114, 2798, 20155, 20817
leaf_MBR_219,2073, 2826, 20876, 21506
leaf_MBR_220,2249, 2935, 21786, 22566
leaf_MBR_221,2129, 2986, 22571, 22970
leaf_MBR_222,2025, 2984, 23000, 23793
leaf_MBR_223,2046, 2927, 23942, 25402
leaf_MBR_224,2116, 2842, 25426, 26023
leaf_MBR_225,2201, 2962, 26031, 26834
leaf_MBR_226,2006, 2922, 26901, 27469
leaf_MBR_227,2062, 2900, 27636, 28790
leaf_MBR_228,2030, 2928, 28851, 30178
leaf_MBR_229,2042, 2957, 30280, 31341
leaf_MBR_230,2028, 2949, 31456, 31979
leaf_MBR_231,2153, 2928, 32145, 33080
leaf_MBR_232,2087, 2860, 33154, 33992
leaf_MBR_233,2002, 2831, 34111, 35072
leaf_MBR_234,2088, 2964, 35137, 35901
leaf_MBR_235,2012, 2954, 35955, 36411
leaf_MBR_236,2219, 2883, 36606, 37727
leaf_MBR_237,2001, 2996, 38042, 38765
leaf_MBR_238,2059, 2991, 38859, 39675
leaf_MBR_239,2063, 2962, 39926, 40481
leaf_MBR_240,2023, 2738, 40569, 41278
leaf_MBR_241,2143, 2919, 41316, 42116
leaf_MBR_242,2275, 2976, 42180, 43119
leaf_MBR_243,2176, 2854, 43193, 44257
leaf_MBR_244,2048, 2853, 44289, 45213
leaf_MBR_245,2024, 2829, 45452, 46591
leaf_MBR_246,2364, 2829, 46626, 48187
leaf_MBR_247,2293, 2987, 48271, 49282
leaf_MBR_248,2058, 2575, 49325, 50032
leaf_MBR_249,2010, 2883, 50073, 51083
leaf_MBR_250,2065, 2992, 51158, 51828
leaf_MBR_251,2174, 2907, 51896, 52649
leaf_MBR_252,2078, 2919, 52653, 53199
leaf_MBR_253,2022, 2868, 53227, 53685
leaf_MBR_254,2043, 2927, 54005, 54738
leaf_MBR_255,2145, 2924, 54892, 55901
leaf_MBR_256,2088, 2797, 55916, 56446
leaf_MBR_257,2184, 2918, 56624, 57294
leaf_MBR_258,2025, 2786, 57339, 58002
leaf_MBR_259,2206, 2986, 58027, 58522
leaf_MBR_260,2100, 2961, 58522, 58960
leaf_MBR_261,2012, 2854, 59357, 60327
leaf_MBR_262,2072, 2938, 60850, 61647
leaf_MBR_263,2038, 2962, 61658, 62484
leaf_MBR_264,2015, 2896, 62670, 63712
leaf_MBR_265,2135, 2936, 63793, 64794
leaf_MBR_266,2038, 2995, 64823, 65642
leaf_MBR_267,2619, 2932, 65695, 66510
leaf_MBR_268,2190, 2910, 66520, 66832
leaf_MBR_269,2052, 2950, 66858, 67785
leaf_MBR_270,2000, 2927, 67869, 68425
leaf_MBR_271,2197, 2963, 68541, 69559
leaf_MBR_272,2045, 2947, 69617, 70230
leaf_MBR_273,2470, 2941, 70269, 71608
leaf_MBR_274,2041, 2882, 71651, 72698
leaf_MBR_275,2092, 2930, 72823, 73704
leaf_MBR_276,2016, 2812, 73713, 74853
leaf_MBR_277,2080, 2920, 74856, 75916
leaf_MBR_278,2164, 2717, 75954, 76674
leaf_MBR_279,2014, 2997, 76751, 77626
leaf_MBR_280,2063, 2932, 77644, 78577
leaf_MBR_281,2015, 2868, 78702, 79745
leaf_MBR_282,2033, 2864, 79790, 80859
leaf_MBR_283,2042, 2996, 80963, 81904
leaf_MBR_284,2028, 2685, 81914, 82878
leaf_MBR_285,2055, 2815, 82932, 83611
leaf_MBR_286,2352, 2963, 83624, 84276
leaf_MBR_287,2050, 2966, 84336, 84833
leaf_MBR_288,2179, 2870, 84845, 85292
leaf_MBR_289,2072, 2968, 85295, 85975
leaf_MBR_290,2092, 2984, 85991, 87072
leaf_MBR_291,2105, 2976, 87161, 87866
leaf_MBR_292,2057, 2955, 87928, 88991
leaf_MBR_293,2033, 2862, 89028, 90330
leaf_MBR_294,2281, 2975, 90394, 90817
leaf_MBR_295,2124, 2825, 90888, 91589
leaf_MBR_296,2054, 2862, 91642, 92346
leaf_MBR_297,2058, 2890, 92457, 93952
leaf_MBR_298,2115, 2878, 94032, 95112
leaf_MBR_299,2059, 2992, 95140, 95954
leaf_MBR_300,2000, 2702, 96096, 96921
leaf_MBR_301,2438, 2762, 96981, 98028
leaf_MBR_302,2023, 2962, 98186, 98952
leaf_MBR_303,2047, 3961, 142, 99733
leaf_MBR_304,3081, 3953, 530, 1745
leaf_MBR_305,3225, 3821, 1754, 3276
leaf_MBR_306,3020, 3819, 3294, 3917
leaf_MBR_307,3330, 3915, 4053, 5380
leaf_MBR_308,3080, 3918, 5665, 6562
leaf_MBR_309,3179, 3903, 6715, 7539
leaf_MBR_310,3065, 3955, 7558, 8520
leaf_MBR_311,3241, 3852, 8609, 9187
leaf_MBR_312,3046, 3850, 9202, 10124
leaf_MBR_313,3031, 3837, 10133, 10981
leaf_MBR_314,3112, 3926, 11000, 12293
leaf_MBR_315,3128, 3848, 12388, 13123
leaf_MBR_316,3042, 3886, 13288, 14171
leaf_MBR_317,3124, 3655, 14288, 15173
leaf_MBR_318,3063, 3989, 15198, 15831
leaf_MBR_319,3129, 3934, 15957, 16504
leaf_MBR_320,3128, 3999, 16511, 17408
leaf_MBR_321,3040, 3584, 17536, 18272
leaf_MBR_322,3074, 3752, 18307, 18897
leaf_MBR_323,3012, 3880, 19092, 20225
leaf_MBR_324,3025, 3983, 20228, 21012
leaf_MBR_325,3189, 3926, 21179, 21868
leaf_MBR_326,3125, 3973, 21919, 22888
leaf_MBR_327,3018, 3830, 23037, 24104
leaf_MBR_328,3056, 3935, 24224, 24993
leaf_MBR_329,3010, 3939, 25147, 26038
leaf_MBR_330,3044, 3999, 26060, 27236
leaf_MBR_331,3029, 3904, 27278, 28701
leaf_MBR_332,3009, 3938, 28772, 29132
leaf_MBR_333,3119, 3989, 29146, 30062
leaf_MBR_334,3101, 3935, 30138, 30713
leaf_MBR_335,3004, 3937, 30733, 31229
leaf_MBR_336,3198, 3882, 31554, 32281
leaf_MBR_337,3008, 3861, 32287, 33252
leaf_MBR_338,3071, 3781, 33298, 34271
leaf_MBR_339,3116, 3936, 34346, 35150
leaf_MBR_340,3114, 3853, 35372, 36079
leaf_MBR_341,3121, 3761, 36182, 37001
leaf_MBR_342,3237, 3843, 37040, 38805
leaf_MBR_343,3120, 3959, 38851, 39480
leaf_MBR_344,3020, 3908, 39545, 40324
leaf_MBR_345,3133, 3982, 40361, 41289
leaf_MBR_346,3122, 3945, 41383, 42088
leaf_MBR_347,3291, 3894, 42131, 43201
leaf_MBR_348,3154, 3995, 43219, 43850
leaf_MBR_349,3018, 3879, 43892, 44586
leaf_MBR_350,3019, 3993, 44608, 45909
leaf_MBR_351,3084, 3935, 46196, 46867
leaf_MBR_352,3111, 3923, 46873, 47938
leaf_MBR_353,3052, 3868, 48214, 49014
leaf_MBR_354,3231, 3984, 49031, 49800
leaf_MBR_355,3111, 3932, 50025, 50442
leaf_MBR_356,3264, 3987, 50590, 51644
leaf_MBR_357,3051, 3909, 51804, 53655
leaf_MBR_358,3170, 3978, 53834, 55527
leaf_MBR_359,3099, 3899, 55594, 56119
leaf_MBR_360,3031, 3988, 56180, 56860
leaf_MBR_361,3026, 3862, 56874, 57314
leaf_MBR_362,3025, 3998, 57692, 58586
leaf_MBR_363,3043, 3958, 58749, 59792
leaf_MBR_364,3014, 3804, 59980, 61160
leaf_MBR_365,3031, 3996, 61215, 61635
leaf_MBR_366,3001, 3860, 61707, 62714
leaf_MBR_367,3085, 3752, 62724, 63589
leaf_MBR_368,3145, 3990, 63657, 64504
leaf_MBR_369,3190, 3992, 64576, 65641
leaf_MBR_370,3092, 3882, 65731, 67131
leaf_MBR_371,3185, 3715, 67518, 68215
leaf_MBR_372,3054, 3979, 68325, 69561
leaf_MBR_373,3000, 3927, 69633, 70585
leaf_MBR_374,3007, 3990, 70606, 71605
leaf_MBR_375,3184, 3994, 71915, 72380
leaf_MBR_376,3305, 3942, 72388, 72758
leaf_MBR_377,3194, 3914, 72852, 73866
leaf_MBR_378,3028, 3748, 73953, 74835
leaf_MBR_379,3048, 3938, 75217, 76676
leaf_MBR_380,3076, 3928, 76699, 77577
leaf_MBR_381,3054, 3945, 77741, 78881
leaf_MBR_382,3016, 3957, 79003, 80236
leaf_MBR_383,3068, 3942, 80276, 80974
leaf_MBR_384,3041, 3963, 80988, 82359
leaf_MBR_385,3016, 3934, 82419, 83365
leaf_MBR_386,3075, 3973, 83428, 84093
leaf_MBR_387,3118, 3994, 84251, 85488
leaf_MBR_388,3116, 3973, 85649, 87563
leaf_MBR_389,3097, 3943, 87675, 88819
leaf_MBR_390,3219, 3821, 88847, 89817
leaf_MBR_391,3001, 3977, 89918, 90625
leaf_MBR_392,3044, 3983, 90819, 91963
leaf_MBR_393,3032, 3955, 91967, 92556
leaf_MBR_394,3191, 3981, 92629, 93421
leaf_MBR_395,3109, 3687, 93514, 94363
leaf_MBR_396,3206, 3980, 94433, 95331
leaf_MBR_397,3097, 3891, 95377, 95871
leaf_MBR_398,3004, 3760, 96211, 97042
leaf_MBR_399,3195, 3929, 97044, 98227
leaf_MBR_400,3145, 3848, 98237, 99093
leaf_MBR_401,3035, 4293, 48, 99971
leaf_MBR_402,4145, 4974, 704, 1175
leaf_MBR_403,4280, 4999, 1279, 1912
leaf_MBR_404,4175, 4935, 2039, 3402
leaf_MBR_405,4129, 4933, 3409, 4114
leaf_MBR_406,4029, 4912, 4246, 4669
leaf_MBR_407,4008, 4953, 4676, 5359
leaf_MBR_408,4036, 4883, 5554, 6520
leaf_MBR_409,4031, 4704, 6558, 7271
leaf_MBR_410,4175, 4918, 7373, 8170
leaf_MBR_411,4000, 4933, 8185, 8898
leaf_MBR_412,4073, 4916, 8909, 9815
leaf_MBR_413,4047, 4975, 9997, 11405
leaf_MBR_414,4131, 4756, 11467, 12343
leaf_MBR_415,4116, 4744, 12387, 13793
leaf_MBR_416,4003, 4941, 13938, 14941
leaf_MBR_417,4069, 4961, 15018, 15943
leaf_MBR_418,4134, 4819, 15950, 16952
leaf_MBR_419,4299, 4954, 17085, 18526
leaf_MBR_420,4030, 4983, 18549, 19426
leaf_MBR_421,4078, 4794, 19708, 20519
leaf_MBR_422,4235, 4914, 20536, 21979
leaf_MBR_423,4103, 4997, 22098, 23390
leaf_MBR_424,4031, 4745, 23417, 24842
leaf_MBR_425,4147, 4980, 24998, 26117
leaf_MBR_426,4036, 4957, 26432, 27512
leaf_MBR_427,4000, 4958, 27523, 29188
leaf_MBR_428,4096, 4963, 29299, 30346
leaf_MBR_429,4013, 4929, 30395, 31370
leaf_MBR_430,4037, 4995, 31384, 31945
leaf_MBR_431,4056, 4941, 31959, 32521
leaf_MBR_432,4104, 4852, 32815, 33820
leaf_MBR_433,4048, 4983, 33885, 34890
leaf_MBR_434,4045, 4977, 34990, 35847
leaf_MBR_435,4124, 4830, 35990, 36914
leaf_MBR_436,4001, 4788, 36950, 38136
leaf_MBR_437,4055, 4918, 38147, 38888
leaf_MBR_438,4007, 4962, 38909, 39921
leaf_MBR_439,4011, 4771, 39921, 40537
leaf_MBR_440,4079, 4952, 40754, 42565
leaf_MBR_441,4140, 4856, 42597, 43825
leaf_MBR_442,4025, 4908, 43908, 44866
leaf_MBR_443,4039, 4884, 44911, 46764
leaf_MBR_444,4015, 4868, 46873, 47456
leaf_MBR_445,4157, 4928, 47463, 48153
leaf_MBR_446,4003, 4960, 48159, 49007
leaf_MBR_447,4111, 4880, 49225, 50730
leaf_MBR_448,4100, 4643, 50816, 51421
leaf_MBR_449,4132, 4967, 51458, 52088
leaf_MBR_450,4023, 4815, 52211, 52914
leaf_MBR_451,4001, 4959, 53003, 53829
leaf_MBR_452,4137, 4903, 53889, 54569
leaf_MBR_453,4091, 4946, 54669, 55113
leaf_MBR_454,4104, 4846, 55234, 55817
leaf_MBR_455,4117, 4958, 55843, 56672
leaf_MBR_456,4008, 4950, 56760, 57662
leaf_MBR_457,4051, 4675, 57694, 58650
leaf_MBR_458,4051, 4958, 58710, 59343
leaf_MBR_459,4077, 4932, 59588, 60643
leaf_MBR_460,4029, 4981, 60680, 61197
leaf_MBR_461,4094, 4831, 61621, 62545
leaf_MBR_462,4119, 4916, 62698, 63830
leaf_MBR_463,4186, 4978, 63889, 64849
leaf_MBR_464,4235, 4989, 65100, 66301
leaf_MBR_465,4058, 4987, 66500, 66835
leaf_MBR_466,4026, 4958, 66973, 67646
leaf_MBR_467,4020, 4900, 68026, 69055
leaf_MBR_468,4103, 4961, 69267, 70457
leaf_MBR_469,4035, 4960, 70657, 71829
leaf_MBR_470,4013, 4827, 72021, 72519
leaf_MBR_471,4075, 4959, 72645, 73824
leaf_MBR_472,4004, 4910, 73876, 74999
leaf_MBR_473,4033, 4978, 75029, 76431
leaf_MBR_474,4050, 4987, 76465, 77234
leaf_MBR_475,4010, 4944, 77374, 78377
leaf_MBR_476,4005, 4966, 78565, 79622
leaf_MBR_477,4062, 4959, 79658, 80407
leaf_MBR_478,4003, 4960, 80455, 81334
leaf_MBR_479,4068, 4982, 81366, 82131
leaf_MBR_480,4056, 4964, 82167, 82790
leaf_MBR_481,4025, 4948, 82916, 83793
leaf_MBR_482,4538, 4923, 84078, 85761
leaf_MBR_483,4092, 4662, 85771, 86438
leaf_MBR_484,4079, 4999, 86492, 88609
leaf_MBR_485,4083, 4905, 88734, 89817
leaf_MBR_486,4055, 4900, 89864, 90452
leaf_MBR_487,4007, 4879, 90486, 91529
leaf_MBR_488,4155, 4851, 91882, 93190
leaf_MBR_489,4135, 4974, 93372, 93836
leaf_MBR_490,4024, 4971, 93917, 94509
leaf_MBR_491,4048, 4865, 94553, 95652
leaf_MBR_492,4156, 4956, 95738, 96681
leaf_MBR_493,4202, 4976, 96855, 97661
leaf_MBR_494,4023, 4945, 97807, 98806
leaf_MBR_495,4067, 5863, 123, 99944
leaf_MBR_496,5220, 5747, 868, 2019
leaf_MBR_497,5044, 5933, 2161, 2884
leaf_MBR_498,5023, 5961, 2955, 3769
leaf_MBR_499,5034, 5984, 3810, 4100
leaf_MBR_500,5028, 5970, 4687, 5666
leaf_MBR_501,5086, 5820, 5769, 6794
leaf_MBR_502,5100, 5886, 6837, 7585
leaf_MBR_503,5106, 5971, 7599, 8321
leaf_MBR_504,5099, 5970, 8335, 9378
leaf_MBR_505,5105, 5998, 9555, 10952
leaf_MBR_506,5050, 5995, 11047, 12187
leaf_MBR_507,5113, 5749, 12284, 13126
leaf_MBR_508,5203, 5841, 13164, 13994
leaf_MBR_509,5081, 5887, 14253, 15339
leaf_MBR_510,5072, 5924, 15345, 16298
leaf_MBR_511,5017, 5962, 16785, 17389
leaf_MBR_512,5026, 5993, 17542, 18641
leaf_MBR_513,5083, 5970, 18736, 20066
leaf_MBR_514,5003, 5839, 20517, 22027
leaf_MBR_515,5112, 5961, 22113, 22696
leaf_MBR_516,5011, 5807, 22719, 23193
leaf_MBR_517,5053, 5945, 23289, 24351
leaf_MBR_518,5042, 5909, 24355, 25230
leaf_MBR_519,5008, 5944, 25386, 26452
leaf_MBR_520,5110, 5967, 26603, 27958
leaf_MBR_521,5037, 5778, 28249, 29520
leaf_MBR_522,5255, 5999, 29650, 30313
leaf_MBR_523,5088, 5948, 30461, 31761
leaf_MBR_524,5131, 5894, 31781, 32101
leaf_MBR_525,5223, 5908, 32217, 33313
leaf_MBR_526,5051, 5987, 33498, 34597
leaf_MBR_527,5045, 5947, 34765, 35834
leaf_MBR_528,5045, 5942, 35843, 36524
leaf_MBR_529,5092, 5927, 36696, 37500
leaf_MBR_530,5031, 5739, 37581, 38308
leaf_MBR_531,5026, 5949, 38434, 39100
leaf_MBR_532,5052, 5963, 39115, 39711
leaf_MBR_533,5036, 5927, 39782, 40948
leaf_MBR_534,5160, 5925, 41285, 42203
leaf_MBR_535,5162, 5958, 42321, 43551
leaf_MBR_536,5045, 5928, 43574, 44597
leaf_MBR_537,5097, 5930, 44625, 45582
leaf_MBR_538,5004, 5840, 46163, 46879
leaf_MBR_539,5072, 5986, 46927, 47481
leaf_MBR_540,5074, 5991, 47902, 48264
leaf_MBR_541,5009, 5968, 48446, 49442
leaf_MBR_542,5003, 5969, 49483, 50850
leaf_MBR_543,5044, 5816, 51088, 52291
leaf_MBR_544,5033, 5861, 52438, 53416
leaf_MBR_545,5029, 5866, 53479, 54807
leaf_MBR_546,5016, 5975, 54887, 56014
leaf_MBR_547,5120, 5866, 56028, 56679
leaf_MBR_548,5059, 5962, 56718, 57552
leaf_MBR_549,5077, 5891, 57578, 58657
leaf_MBR_550,5083, 5913, 58828, 60072
leaf_MBR_551,5016, 5900, 60100, 60902
leaf_MBR_552,5167, 5974, 60957, 61888
leaf_MBR_553,5102, 5769, 62115, 62860
leaf_MBR_554,5041, 5748, 62952, 63995
leaf_MBR_555,5081, 5918, 64085, 65136
leaf_MBR_556,5146, 5910, 65234, 65971
leaf_MBR_557,5039, 5797, 66027, 66645
leaf_MBR_558,5279, 5952, 66680, 68184
leaf_MBR_559,5023, 5997, 68241, 68839
leaf_MBR_560,5167, 5861, 68896, 69799
leaf_MBR_561,5048, 5897, 69829, 71060
leaf_MBR_562,5040, 5914, 71377, 72357
leaf_MBR_563,5026, 5983, 72569, 73237
leaf_MBR_564,5057, 5780, 73273, 74173
leaf_MBR_565,5052, 5968, 74250, 74861
leaf_MBR_566,5036, 5723, 75002, 75762
leaf_MBR_567,5026, 5768, 76243, 76995
leaf_MBR_568,5032, 5991, 77072, 78254
