leaf59,(511, 61659), (984, 61841), (966, 62017), (740, 62049), (528, 62342), (846, 62619), (61, 62658), (864, 62677), (452, 62706), (668, 62780)
leaf60,(194, 62850), (465, 63001), (862, 63088), (418, 63110), (580, 63126), (338, 63204), (521, 63361), (676, 63687), (400, 63988), (347, 64020)
leaf61,(383, 64066), (676, 64080), (509, 64126), (901, 64179), (255, 64758), (664, 64783), (966, 64949), (735, 65300), (788, 65390), (511, 65550)
leaf62,(177, 65671), (496, 65683), (818, 65685), (365, 65713), (564, 65779), (928, 65807), (897, 66112), (334, 66192), (199, 66224), (681, 66339)
leaf63,(418, 66563), (193, 66687), (491, 66778), (978, 66783), (406, 66892), (375, 67015), (906, 67060), (22, 67064), (336, 67065), (487, 67083)
leaf64,(162, 67120), (395, 67164), (154, 67196), (158, 67199), (449, 67211), (44, 67230), (243, 67294), (169, 67578), (716, 67618), (591, 67624)
leaf65,(430, 67642), (960, 67727), (381, 67770), (915, 67822), (353, 67840), (254, 67895), (243, 68036), (491, 68353), (892, 68684), (920, 68695)
leaf66,(476, 68773), (481, 68911), (653, 69175), (825, 69202), (17, 69451), (115, 69456), (357, 69457), (409, 69552), (217, 69704), (629, 69868)
leaf67,(443, 69904), (979, 70148), (444, 70173), (380, 70505), (193, 70623), (857, 70740), (953, 70753), (716, 70902), (579, 70941), (598, 70948)
leaf68,(814, 71027), (950, 71120), (268, 71216), (609, 71485), (407, 71629), (122, 71643), (754, 71704), (395, 71847), (37, 72071), (437, 72145)
leaf69,(909, 72147), (637, 72151), (831, 72212), (996, 72295), (813, 72317), (336, 72334), (156, 72357), (117, 72457), (7, 72514), (20, 72630)
leaf70,(27, 72648), (42, 72659), (940, 72746), (266, 72859), (512, 72949), (836, 73013), (347, 73018), (192, 73032), (642, 73207), (130, 73250)
leaf71,(359, 73276), (714, 73315), (814, 73348), (119, 73360), (269, 73649), (555, 73675), (939, 73723), (638, 73846), (170, 73931), (358, 74019)
leaf72,(537, 74382), (551, 74514), (922, 74527), (203, 74536), (942, 74564), (682, 74660), (968, 74799), (753, 74883), (529, 74885), (526, 75096)
leaf73,(553, 75184), (131, 75313), (159, 75420), (566, 75425), (494, 75475), (96, 75549), (753, 75640), (289, 75781), (974, 76215), (104, 76438)
leaf74,(401, 76497), (236, 76631), (223, 76682), (702, 76729), (868, 76761), (371, 76987), (841, 77079), (338, 77156), (399, 77181), (373, 77186)
leaf75,(955, 77225), (174, 77327), (367, 77370), (169, 77510), (624, 77655), (839, 77695), (377, 77700), (773, 77735), (626, 77743), (689, 77803)
leaf76,(969, 77900), (857, 77903), (219, 78105), (624, 78197), (459, 78259), (764, 78265), (816, 78395), (560, 78593), (396, 78681), (959, 78889)
leaf77,(866, 78943), (533, 79180), (268, 79449), (421, 79456), (594, 79652), (439, 79704), (441, 79786), (292, 79879), (41, 79892), (846, 79935)
leaf78,(903, 79959), (719, 79992), (278, 80008), (614, 80186), (80, 80394), (842, 80546), (582, 80565), (862, 80570), (576, 80638), (447, 80694)
leaf79,(650, 80740), (261, 80769), (134, 80946), (225, 81037), (974, 81040), (569, 81081), (719, 81081), (333, 81256), (833, 81364), (642, 81372)
leaf80,(21, 81423), (236, 81517), (786, 81708), (158, 81729), (24, 81949), (650, 81993), (390, 82025), (577, 82114), (144, 82177), (752, 82265)
leaf81,(766, 82327), (975, 82384), (708, 82448), (166, 82679), (783, 82709), (922, 82890), (658, 83258), (315, 83311), (985, 83582), (47, 83689)
leaf82,(567, 83841), (873, 83939), (251, 83951), (456, 84004), (407, 84048), (219, 84368), (115, 84438), (69, 84596), (711, 84713), (680, 84726)
leaf83,(343, 84774), (206, 84795), (518, 84901), (86, 84920), (334, 84946), (786, 84946), (185, 84956), (435, 85026), (896, 85195), (843, 85202)
leaf84,(675, 85209), (164, 85243), (15, 85265), (950, 85270), (600, 85314), (955, 85399), (636, 85404), (321, 85407), (861, 85480), (583, 85525)
leaf85,(198, 85616), (814, 85778), (517, 85881), (933, 85900), (957, 85951), (827, 86017), (984, 86136), (138, 86154), (504, 86168), (219, 86246)
leaf86,(105, 86279), (883, 86646), (666, 86703), (166, 86819), (870, 86844), (632, 86859), (895, 87046), (248, 87255), (660, 87276), (373, 87386)
leaf87,(449, 87386), (530, 87488), (963, 87516), (780, 87519), (608, 87639), (808, 87762), (820, 87781), (51, 87953), (213, 88007), (955, 88015)
leaf88,(51, 88040), (619, 88079), (286, 88113), (380, 88237), (413, 88340), (402, 88425), (46, 88658), (572, 88672), (606, 88831), (24, 88918)
leaf89,(906, 89019), (479, 89307), (499, 89350), (915, 89451), (499, 89522), (541, 89547), (451, 89638), (649, 89800), (447, 89838), (751, 89962)
leaf90,(605, 90082), (302, 90085), (82, 90265), (753, 90374), (729, 90552), (813, 90696), (267, 90822), (890, 90948), (649, 90958), (254, 90990)
leaf91,(103, 91007), (752, 91107), (619, 91197), (714, 91278), (526, 91347), (950, 91392), (500, 91451), (388, 91597), (662, 91635), (237, 91927)
leaf92,(41, 92179), (980, 92245), (830, 92369), (459, 92673), (387, 92782), (93, 92873), (674, 92944), (118, 92974), (899, 93033), (278, 93100)
leaf93,(168, 93175), (411, 93306), (718, 93401), (613, 93580), (800, 93680), (784, 93897), (913, 93897), (986, 93980), (458, 94240), (936, 94326)
leaf94,(942, 94475), (156, 94568), (624, 94624), (925, 94646), (358, 94685), (107, 94741), (977, 94749), (279, 94770), (617, 94836), (383, 94943)
leaf95,(825, 95123), (884, 95216), (403, 95327), (373, 95588), (449, 95695), (342, 95703), (227, 95861), (778, 95898), (286, 95986), (341, 96002)
leaf96,(652, 96371), (149, 96529), (62, 96699), (856, 96759), (530, 97112), (966, 97269), (625, 97276), (747, 97298), (379, 97360), (56, 97440)
leaf97,(583, 97670), (809, 97762), (605, 97795), (398, 97919), (779, 97967), (649, 98082), (963, 98153), (644, 98383), (593, 98527), (274, 98644)
leaf98,(166, 98656), (99, 98808), (123, 98895), (682, 99110), (326, 99322), (548, 99406), (475, 99440), (59, 99459), (982, 99528), (501, 99593)
leaf99,(168, 99753), (151, 99818), (87, 99841), (277, 99924), (647, 99929), (1568, 73), (1829, 99), (1364, 175), (1148, 232), (1769, 252)
leaf100,(1446, 825), (1232, 880), (1649, 989), (1720, 994), (1080, 1001), (1702, 1202), (1315, 1234), (1253, 1264), (1923, 1322), (1026, 1462)
leaf101,(1709, 1812), (1922, 1878), (1975, 1938), (1219, 1948), (1085, 2040), (1599, 2042), (1503, 2204), (1510, 2358), (1205, 2414), (1728, 2452)
leaf102,(1129, 2470), (1664, 2497), (1956, 2500), (1294, 2609), (1488, 2735), (1684, 2878), (1218, 3046), (1033, 3083), (1935, 3203), (1496, 3311)
leaf103,(1746, 3382), (1760, 3528), (1445, 3587), (1028, 3752), (1271, 3806), (1963, 4066), (1068, 4194), (1973, 4303), (1150, 4360), (1218, 4389)
leaf104,(1505, 4674), (1757, 4708), (1260, 4857), (1107, 5061), (1874, 5070), (1342, 5214), (1332, 5422), (1630, 5433), (1926, 5533), (1928, 5715)
leaf105,(1073, 5806), (1666, 5999), (1721, 6018), (1536, 6267), (1339, 6300), (1371, 6382), (1747, 6430), (1218, 6480), (1660, 6548), (1155, 6575)
leaf106,(1635, 6594), (1733, 6714), (1940, 6734), (1949, 6743), (1493, 6873), (1672, 6894), (1558, 7014), (1760, 7067), (1172, 7135), (1567, 7402)
leaf107,(1796, 7605), (1834, 8264), (1383, 8271), (1276, 8292), (1951, 8293), (1270, 8360), (1356, 8420), (1401, 8430), (1085, 8501), (1104, 8564)
leaf108,(1718, 8621), (1583, 8660), (1911, 8676), (1478, 8710), (1454, 8776), (1744, 8811), (1107, 9024), (1108, 9107), (1393, 9280), (1707, 9282)
leaf109,(1743, 9379), (1145, 9410), (1716, 9496), (1341, 9610), (1943, 9751), (1910, 9801), (1041, 9834), (1253, 9839), (1409, 9929), (1358, 10003)
leaf110,(1339, 10140), (1587, 10462), (1811, 10950), (1579, 11021), (1290, 11082), (1104, 11134), (1572, 11184), (1188, 11456), (1969, 11495), (1883, 11539)
leaf111,(1434, 11678), (1136, 11779), (1036, 12045), (1447, 12118), (1467, 12124), (1288, 12521), (1628, 12523), (1207, 12597), (1323, 12679), (1731, 12765)
leaf112,(1427, 12969), (1133, 13009), (1401, 13032), (1180, 13040), (1460, 13375), (1727, 13389), (1161, 13401), (1253, 13508), (1446, 13587), (1772, 13660)
leaf113,(1639, 13750), (1502, 13780), (1801, 13908), (1788, 14159), (1290, 14304), (1922, 14369), (1627, 14386), (1888, 14406), (1669, 14622), (1178, 14668)
leaf114,(1276, 14975), (1350, 15117), (1743, 15352), (1322, 15501), (1025, 15610), (1584, 15741), (1050, 15822), (1758, 15892), (1684, 15945), (1006, 15959)
leaf115,(1268, 16058), (1711, 16060), (1258, 16061), (1624, 16159), (1523, 16188), (1553, 16259), (1643, 16279), (1311, 16387), (1143, 16490), (1814, 16597)
leaf116,(1508, 16724), (1399, 16765), (1642, 16813), (1134, 16837), (1756, 17031), (1400, 17063), (1204, 17457), (1008, 17531), (1840, 18036), (1505, 18136)
leaf117,(1281, 18361), (1420, 18416), (1609, 18466), (1217, 18566), (1567, 18612), (1234, 18802), (1488, 18832), (1409, 18980), (1439, 19076), (1158, 19170)
leaf118,(1838, 19193), (1494, 19198), (1024, 19299), (1051, 19309), (1546, 19318), (1247, 19353), (1235, 19426), (1045, 19454), (1465, 19485), (1295, 19620)
leaf119,(1720, 19830), (1700, 19863), (1595, 19959), (1939, 19977), (1493, 19984), (1511, 20078), (1285, 20314), (1382, 20329), (1794, 20399), (1012, 20452)
leaf120,(1084, 20499), (1445, 20658), (1900, 20703), (1646, 20738), (1628, 20743), (1707, 20835), (1787, 20851), (1295, 20914), (1647, 20930), (1403, 20943)
leaf121,(1612, 21074), (1930, 21115), (1888, 21144), (1634, 21363), (1692, 21534), (1107, 21636), (1402, 21692), (1357, 21783), (1846, 21829), (1203, 21902)
leaf122,(1995, 22005), (1698, 22035), (1390, 22057), (1771, 22125), (1247, 22409), (1294, 22748), (1332, 22768), (1476, 22885), (1602, 23021), (1440, 23023)
leaf123,(1470, 23258), (1635, 23298), (1838, 23300), (1892, 23749), (1446, 23777), (1840, 23806), (1654, 23996), (1087, 24141), (1133, 24575), (1522, 24595)
leaf124,(1911, 24645), (1438, 25390), (1131, 25434), (1793, 25483), (1324, 25514), (1208, 25522), (1627, 25645), (1155, 25675), (1575, 25710), (1132, 26008)
leaf125,(1545, 26197), (1464, 26391), (1138, 26437), (1959, 26462), (1200, 26494), (1003, 26495), (1445, 26974), (1407, 26977), (1283, 27066), (1159, 27098)
leaf126,(1331, 27122), (1581, 27154), (1843, 27310), (1680, 27460), (1092, 27516), (1835, 27577), (1107, 27627), (1161, 27685), (1333, 27774), (1387, 27777)
leaf127,(1664, 27778), (1569, 28039), (1239, 28437), (1637, 28471), (1553, 28524), (1438, 28691), (1453, 28810), (1868, 29021), (1355, 29178), (1870, 29270)
leaf128,(1929, 29276), (1604, 29321), (1627, 29345), (1157, 29435), (1208, 29491), (1089, 29539), (1690, 29551), (1894, 29558), (1003, 29680), (1234, 29689)
leaf129,(1986, 29772), (1344, 29794), (1421, 29810), (1092, 29836), (1282, 29855), (1323, 29918), (1066, 29972), (1944, 30013), (1252, 30148), (1523, 30230)
leaf130,(1082, 30265), (1640, 30308), (1294, 30332), (1967, 30452), (1186, 30556), (1446, 30594), (1397, 30744), (1689, 30782), (1104, 30912), (1737, 30960)
leaf131,(1715, 31112), (1863, 31201), (1197, 31245), (1927, 31535), (1883, 31643), (1352, 31758), (1650, 31768), (1840, 32028), (1183, 32030), (1062, 32049)
leaf132,(1282, 32257), (1994, 32393), (1122, 32568), (1672, 32796), (1263, 32881), (1081, 32925), (1939, 33063), (1021, 33213), (1384, 33303), (1142, 33577)
leaf133,(1328, 33691), (1458, 33782), (1750, 33828), (1083, 34412), (1008, 34414), (1235, 34614), (1270, 34646), (1695, 34789), (1942, 34797), (1470, 34831)
leaf134,(1481, 34875), (1971, 34995), (1395, 35254), (1478, 35391), (1004, 35458), (1449, 35476), (1532, 35582), (1623, 35594), (1769, 35604), (1382, 35608)
leaf135,(1401, 35616), (1701, 35786), (1199, 35842), (1122, 35856), (1455, 36176), (1912, 36378), (1012, 36457), (1813, 36504), (1623, 36513), (1227, 36596)
leaf136,(1135, 36604), (1549, 36684), (1599, 36705), (1190, 36708), (1873, 36723), (1788, 36765), (1134, 36829), (1744, 36917), (1899, 36922), (1103, 37072)
leaf137,(1122, 37073), (1060, 37157), (1945, 37303), (1285, 37449), (1439, 37465), (1284, 37543), (1114, 37656), (1413, 37747), (1672, 37864), (1942, 38000)
leaf138,(1024, 38018), (1878, 38186), (1898, 38196), (1163, 38473), (1048, 38505), (1683, 38595), (1806, 38610), (1182, 38650), (1733, 38717), (1496, 38881)
leaf139,(1708, 38894), (1593, 38948), (1897, 39088), (1730, 39154), (1847, 39195), (1995, 39199), (1550, 39581), (1224, 39600), (1128, 39653), (1125, 39677)
leaf140,(1515, 39841), (1033, 39942), (1176, 39987), (1600, 40059), (1754, 40059), (1618, 40155), (1453, 40247), (1271, 40387), (1664, 40393), (1238, 40521)
leaf141,(1304, 40756), (1177, 40828), (1801, 40961), (1262, 41056), (1604, 41063), (1188, 41231), (1022, 41274), (1637, 41525), (1039, 41540), (1813, 41567)
leaf142,(1894, 41779), (1516, 41830), (1214, 41970), (1889, 41983), (1581, 42009), (1566, 42083), (1673, 42093), (1649, 42100), (1120, 42187), (1051, 42491)
leaf143,(1540, 42627), (1876, 42630), (1294, 43021), (1288, 43241), (1320, 43284), (1424, 43338), (1233, 43358), (1844, 43406), (1016, 43766), (1742, 43796)
leaf144,(1964, 43880), (1807, 43981), (1047, 44000), (1123, 44087), (1258, 44200), (1453, 44279), (1709, 44328), (1169, 44402), (1437, 44743), (1143, 44777)
leaf145,(1174, 44891), (1361, 44948), (1115, 45157), (1424, 45464), (1176, 45599), (1475, 45633), (1479, 45708), (1271, 45713), (1557, 45746), (1371, 45791)
leaf146,(1852, 45801), (1113, 45839), (1286, 45990), (1711, 46183), (1809, 46239), (1215, 46458), (1256, 46575), (1566, 46599), (1113, 46703), (1135, 46730)
leaf147,(1005, 46733), (1422, 46764), (1378, 46855), (1989, 46981), (1302, 47132), (1771, 47254), (1304, 47483), (1940, 47646), (1389, 47650), (1206, 47739)
leaf148,(1305, 47770), (1710, 47893), (1977, 48337), (1082, 48345), (1170, 48473), (1156, 48475), (1646, 48676), (1887, 48691), (1387, 48694), (1105, 48725)
leaf149,(1343, 49177), (1882, 49225), (1793, 49245), (1102, 49299), (1677, 49303), (1058, 49345), (1971, 49453), (1568, 49516), (1849, 49610), (1528, 49759)
leaf150,(1262, 49794), (1293, 49815), (1668, 49883), (1954, 49918), (1330, 50038), (1795, 50071), (1233, 50105), (1168, 50201), (1992, 50323), (1527, 50412)
leaf151,(1756, 50546), (1019, 50789), (1502, 51040), (1219, 51304), (1159, 51599), (1506, 51676), (1658, 51752), (1540, 51878), (1475, 52036), (1859, 52190)
leaf152,(1095, 52211), (1163, 52306), (1005, 52341), (1310, 52534), (1759, 52601), (1088, 52737), (1928, 52955), (1740, 53239), (1393, 53314), (1106, 53371)
leaf153,(1013, 53503), (1964, 53800), (1638, 53812), (1779, 53915), (1909, 53936), (1711, 53979), (1263, 54089), (1462, 54091), (1075, 54187), (1336, 54301)
leaf154,(1316, 54370), (1664, 54491), (1387, 54663), (1937, 54697), (1499, 54735), (1486, 54815), (1319, 54819), (1155, 55090), (1026, 55549), (1723, 55569)
leaf155,(1547, 55689), (1771, 55691), (1483, 55707), (1681, 55816), (1140, 55926), (1524, 55972), (1611, 56003), (1593, 56103), (1227, 56147), (1172, 56445)
leaf156,(1757, 56471), (1949, 56515), (1476, 56518), (1449, 56655), (1092, 56729), (1837, 56746), (1483, 56751), (1711, 56954), (1524, 56978), (1870, 57028)
leaf157,(1546, 57164), (1849, 57237), (1095, 57334), (1846, 57561), (1181, 57580), (1712, 57726), (1789, 57800), (1868, 57820), (1218, 57853), (1399, 58164)
leaf158,(1370, 58344), (1096, 58809), (1468, 58896), (1067, 59084), (1121, 59134), (1056, 59228), (1944, 59411), (1208, 59565), (1551, 59570), (1042, 59586)
leaf159,(1054, 59598), (1489, 59685), (1321, 59705), (1044, 59736), (1508, 60078), (1223, 60256), (1114, 60343), (1590, 60483), (1917, 60562), (1407, 60588)
leaf160,(1117, 60814), (1031, 60924), (1642, 61010), (1481, 61389), (1157, 61443), (1461, 61446), (1789, 61455), (1220, 61700), (1245, 61724), (1116, 61805)
leaf161,(1509, 61820), (1777, 62196), (1544, 62449), (1398, 62453), (1920, 62489), (1600, 62497), (1518, 62553), (1161, 62807), (1869, 62911), (1400, 62982)
leaf162,(1435, 63028), (1571, 63083), (1790, 63155), (1494, 63242), (1703, 63275), (1945, 63396), (1643, 63644), (1569, 63716), (1961, 63946), (1823, 63976)
leaf163,(1880, 64067), (1020, 64201), (1430, 64337), (1350, 64454), (1387, 64464), (1982, 64813), (1077, 64857), (1409, 64897), (1015, 65079), (1258, 65225)
leaf164,(1077, 65528), (1721, 65668), (1274, 65763), (1322, 65802), (1611, 65810), (1263, 65833), (1243, 65926), (1379, 65943), (1610, 65945), (1122, 65983)
leaf165,(1107, 66094), (1170, 66105), (1396, 66198), (1785, 66253), (1902, 66584), (1244, 66609), (1768, 66622), (1273, 66692), (1474, 66721), (1429, 67031)
leaf166,(1876, 67339), (1297, 67406), (1310, 67640), (1890, 67753), (1327, 67804), (1934, 67891), (1183, 67999), (1967, 68006), (1453, 68033), (1507, 68135)
leaf167,(1713, 68188), (1923, 68232), (1068, 68278), (1938, 68436), (1866, 68491), (1427, 68565), (1651, 68688), (1944, 68691), (1161, 68966), (1452, 69387)
leaf168,(1125, 69459), (1829, 69604), (1706, 69677), (1872, 69781), (1350, 69865), (1575, 70273), (1133, 70520), (1616, 70676), (1708, 70894), (1101, 71217)
leaf169,(1336, 71218), (1381, 71251), (1760, 71260), (1434, 71297), (1474, 71398), (1652, 71432), (1203, 71473), (1590, 71610), (1785, 71614), (1915, 71677)
leaf170,(1369, 71736), (1467, 71769), (1120, 72112), (1047, 72298), (1690, 72624), (1298, 72708), (1637, 73034), (1235, 73077), (1777, 73196), (1689, 73569)
leaf171,(1073, 73614), (1497, 73651), (1194, 73748), (1630, 73880), (1567, 73913), (1122, 74021), (1425, 74086), (1039, 74172), (1653, 74396), (1770, 74426)
leaf172,(1029, 74801), (1458, 74913), (1683, 75021), (1659, 75069), (1841, 75101), (1036, 75160), (1065, 75169), (1754, 75290), (1976, 75322), (1341, 75331)
leaf173,(1552, 75348), (1452, 75353), (1939, 75497), (1174, 75745), (1096, 76003), (1661, 76083), (1558, 76173), (1425, 76499), (1255, 76522), (1212, 76525)
leaf174,(1000, 76554), (1380, 76619), (1718, 76833), (1112, 77004), (1025, 77031), (1810, 77034), (1511, 77217), (1463, 77235), (1700, 77247), (1776, 77263)
